Inlet Pressure (bar),Outlet Pressure (bar),Cold Mass Fraction,Nozzle Diameter (mm),Tube Diameter (mm),Tube Length (mm),L/D Ratio,Reynolds Number,Pressure Ratio,Mach Number,Swirl Number,Turbulence Intensity (%),Shock Angle (deg),Shock Location (mm),Maximum Mach,Minimum Pressure (bar),Shock Length (mm),Number of Shocks,Maximum Temperature (K),Cold Exit Temperature (K),Hot Exit Temperature (K),Pressure Drop (bar),Entropy Generation,Shock Intensity,Vorticity (1/s),Helicity(m/s2),Q-Criterion(1/s2),Turbulent Kinetic Energy(m2/s2),Eddy Dissipation Rate(m2/s3),Circulation(m2/s),Swirl Velocity (m/s),Axial Velocity (m/s),Tangential Velocity (m/s),Radial Pressure Gradient (kPa/m),Vortex Core Radius (mm)
2.366,0.989,0.639,2.844,11.971,482.417,40.299,123260,2.392,0.682,0.944,2.189,28.932,133.901,0.59,0.889,33.185,1,352.351,249.193,364.121,1.668,1.457,1.574,1059.516,478.241,36818.907,7.042,24.39,4.179,108.912,121.627,163.439,86.857,2.165
3.661,1.014,0.345,2.723,14.509,591.848,40.791,231330,3.612,0.896,1.078,2.389,32.654,171.048,1.173,0.899,27.151,2,371.212,231.523,390.542,3.108,2.239,2.091,1353.339,649.146,44411.779,10.383,36.666,6.443,126.485,128.235,195.805,93.565,2.454
6.837,1.248,0.303,1.096,19.506,799.947,41.011,189322,5.477,1.047,1.153,6.096,34.87,278.851,1.204,1.089,39.183,3,410.748,196.912,434.451,5.928,3.076,2.763,1313.072,676.271,42036.461,10.756,36.099,9.031,123.091,128.01,191.997,106.819,3.719
6.49,1.214,0.518,1.18,10.472,404.704,38.646,209435,5.344,1.037,1.073,9.041,35.126,152.085,1.359,1.107,30.826,3,407.991,200.332,430.995,5.603,3.08,2.731,1338.409,621.672,42530.755,11.298,38.369,5.015,132.271,132.204,208.187,108.297,2.101
3.107,1.271,0.374,1.587,15.858,399.665,25.203,221821,2.445,0.704,1.224,10.171,29.883,118.53,0.705,1.121,25.135,1,357.822,251.173,376.003,2.432,1.956,1.626,1389.671,774.009,44504.518,12.287,40.464,7.55,126.843,116.641,195.624,87.994,2.787
3.256,1.248,0.577,1.44,8.521,689.812,80.957,243978,2.61,0.755,0.731,7.009,32.47,202.809,0.854,1.155,29.956,1,356.058,249.25,368.458,2.502,2.01,1.54,1351.709,439.328,43077.184,11.636,37.908,4.879,124.282,123.593,191.507,81.219,1.395
4.223,1.063,0.271,2.152,8.797,663.852,75.464,197914,3.974,0.906,0.515,6.222,27.244,206.633,1.133,0.969,29.978,2,382.815,228.291,392.782,3.531,2.376,2.031,1171.347,277.655,41158.137,9.88,31.387,3.892,116.873,137.985,182.291,89.481,1.726
4.907,1.459,0.593,2.786,14.622,611.753,41.838,163849,3.363,0.841,0.546,5.227,29.824,188.522,1.032,1.357,29.873,2,362.763,231.042,380.147,3.946,1.931,1.871,1072.606,265.364,37131.227,8.79,29.791,6.368,113.861,135.603,189.085,85.527,2.746
5.71,1.733,0.37,2.917,9.259,424.261,45.82,110393,3.295,0.808,0.314,3.122,30.624,139.035,0.837,1.603,29.08,1,359.422,238.543,373.412,4.215,1.766,1.712,899.434,162.947,34058.404,5.378,21.656,2.98,95.653,128.371,142.203,81.427,1.424
4.213,1.607,0.2,2.238,8.268,326.757,39.52,69961,2.622,0.694,0.72,2.612,30.168,98.23,0.662,1.469,19.347,1,357.028,245.814,364.144,2.95,1.448,1.572,857.905,285.962,33522.208,6.302,18.99,2.116,103.494,128.549,152.899,82.366,1.408
4.775,1.673,0.276,2.644,10.058,526.111,52.307,181065,2.854,0.793,0.41,9.711,27.207,154.949,0.836,1.571,22.809,1,354.954,245.64,371.363,3.351,1.846,1.657,1108.563,223.432,39824.471,9.297,30.976,3.405,108.404,128.157,165.882,77.327,2.237
6.485,1.081,0.76,1.955,14.778,713.356,48.271,248888,5.998,1.152,0.686,6.115,32.946,258.472,1.281,0.978,35.526,5,419.325,184.982,438.211,5.882,3.243,2.937,1365.207,425.413,45221.908,11.867,36.591,7,132.137,136.406,201.938,104.504,2.638
2.22,1.174,0.72,1.258,16.44,718.644,43.713,132818,1.892,0.647,1.054,9.694,27.962,186.217,0.66,1.088,34.298,1,346.835,259.499,351.793,1.203,1.369,1.447,1094.734,502.227,38838.469,9.992,30.5,6.676,114.243,126.54,174.125,81.75,2.975
3.515,1.838,0.34,1.954,10.43,175.949,16.87,189209,1.912,0.65,1.373,8.745,32.489,45.832,0.579,1.731,24.902,1,355.817,261.932,356.168,2.045,1.623,1.361,1320.651,780.815,44489.475,12.374,38.42,4.672,121.765,114.129,188.686,83.806,1.945
6.28,1.805,0.667,2.021,16.019,399.845,24.961,138920,3.479,0.866,1.308,3.133,32.14,113.771,1.039,1.657,21.312,2,375.334,230.555,389.314,4.743,1.951,1.846,1143.699,693.918,41064.231,9.454,29.581,6.841,124.369,118.365,188.091,93.261,2.732
7.371,1.823,0.565,2.433,10.19,425.305,41.739,125025,4.044,0.922,0.603,6.613,31.982,147.087,0.995,1.735,25.915,2,372.887,221.898,400.704,5.762,2.155,2.199,960.45,230.552,36891.188,8.062,25.053,4.127,110.398,130.16,168.735,90.462,1.969
5.07,1.933,0.783,1.284,15.361,784.331,51.058,120267,2.623,0.754,0.461,5.884,29.42,218.935,0.651,1.8,38.11,1,353.191,247.235,363.814,3.382,1.521,1.321,930.92,217.799,35472.994,7.106,25.278,4.602,97.9,126.524,150.568,77.948,2.827
5.193,1.544,0.424,1.61,12.944,574.599,44.393,141017,3.363,0.833,0.532,5.663,34.865,176.294,1.025,1.384,30.061,2,365.557,236.879,379.228,3.898,1.917,1.939,974.28,273.941,35154.027,8.383,27.706,3.864,108.729,129.258,167.445,82.274,2.539
2.643,1.2,0.609,1.601,15.846,385.072,24.302,110717,2.202,0.643,1.465,6.968,32.207,117.856,0.67,1.083,23.614,1,356.426,255.838,366.144,1.655,1.468,1.489,1118.746,665.005,40370.603,10.136,29.106,6.679,122.19,110.696,188.83,85.402,2.471
4.684,1.617,0.238,2.911,19.941,118.241,5.93,194730,2.897,0.758,0.959,11.803,29.307,55.904,0.812,1.501,20.356,1,364.397,244.221,376.124,3.397,2.034,1.705,1233.879,521.904,41086.71,11.531,38.073,8.746,121.165,126.46,187.207,87.61,3.631
5.196,1.743,0.438,1.777,19.254,495.77,25.749,222339,2.981,0.814,0.519,9.942,26.919,132.408,0.958,1.687,25.85,1,356.712,246.079,368.823,4.013,2.101,1.7,1234.028,322.023,40305.781,10.667,36.561,8.479,112.864,137.841,171.71,82.277,3.492
3.455,1.738,0.778,2.461,8.051,167.253,20.773,224234,1.988,0.625,1.309,10.941,30.184,42.212,0.694,1.64,21.236,1,344.835,262.567,353.882,2.077,1.741,1.409,1406.716,776.374,44172.574,12.8,40.406,4.313,130.999,119.486,202.029,85.25,1.127
3.615,1.521,0.523,2.452,18.625,684.115,36.73,80093,2.376,0.719,0.774,1.326,29.489,178.642,0.68,1.482,28.219,1,349.932,249.174,366.924,2.271,1.318,1.429,850.581,308.475,33851.959,6.357,21.669,4.782,104.174,124.497,161.45,80.328,3.276
4.264,1.068,0.373,1.384,8.798,626.763,71.24,227100,3.991,0.862,1.379,2.544,29.443,203.141,0.942,0.928,26.56,2,376.095,225.682,408.292,3.554,2.439,2.241,1447.518,845.297,45762.934,11.579,36.626,4.678,131.731,127.511,208.025,96.456,1.621
2.12,1.048,0.272,2.058,19.437,422.356,21.73,105141,2.024,0.63,0.613,1.932,26.579,109.235,0.542,0.987,24.256,1,342.882,259.987,353.392,1.216,1.227,1.262,907.998,256.564,33241.425,6.501,21.527,6.267,99.822,124.285,148.801,74.773,3.49
3.932,1.921,0.622,2.767,11.382,400.448,35.183,98047,2.047,0.634,0.772,3.896,29.294,115.414,0.52,1.832,16.858,1,342.941,260.948,357.981,2.15,1.26,1.062,885.945,341.349,33724.331,6.894,22.114,3.76,105.253,123.082,163.24,77.95,2.021
3.269,1.584,0.587,1.845,12.584,728.137,57.86,189886,2.063,0.617,0.906,5.861,27.967,194.507,0.667,1.54,32.927,1,349.64,258.133,363.914,2.053,1.609,1.358,1208.812,523.943,40274.341,10.685,32.186,4.847,113.769,120.944,177.002,81.184,2.235
3.965,1.538,0.424,2.879,9.1,301.921,33.179,97033,2.577,0.695,1.371,8.063,33.761,109.31,0.76,1.422,17.13,1,352.162,250.37,371.016,2.635,1.617,1.69,1072.633,648.409,40647.553,8.832,29.439,3.457,115.269,120.749,179.405,85.999,1.504
2.719,1.269,0.771,1.272,9.347,274.314,29.347,41652,2.143,0.638,1.343,6.509,27.915,79.161,0.708,1.19,22.259,1,352.016,256.755,358.766,1.444,1.303,1.468,892.174,493.428,36530.646,7.942,22.718,2.677,110.421,116.771,172.078,81.485,2.043
7.343,1.368,0.213,0.963,16.721,757.438,45.299,112195,5.366,1.078,0.989,10.935,36.242,244.284,1.377,1.21,35.803,3,412.786,200.812,432.57,6.166,2.764,2.834,1037.103,460.845,39564.069,9.876,27.843,6.591,118.761,127.902,178.827,107.331,3.046
5.562,1.895,0.382,2.761,19.332,666.472,34.475,188722,2.934,0.737,0.566,11.338,30.939,181.598,0.854,1.801,31.407,1,361.181,249.157,365.481,3.964,1.947,1.766,1150.28,253.98,40623.895,10.301,32.894,7.74,110.107,134.982,171.309,83.53,3.525
6.075,1.666,0.753,2.665,15.329,674.438,43.998,101930,3.645,0.842,0.784,2.799,33.151,213.88,1.007,1.565,33.538,2,377.377,229.894,389.755,4.529,1.946,1.996,948.82,334.554,34841.56,6.344,22.473,4.791,101.686,131.104,158.037,88.173,2.47
6.735,1.787,0.393,2.984,16.59,236.636,14.264,168502,3.768,0.831,1.471,10.382,30.72,68.911,0.768,1.7,21.851,2,383.892,231.829,399.353,5.375,2.362,2.158,1289.876,849.974,44676.472,12.127,36.913,6.994,124.541,120.35,195.23,98.556,2.879
4.991,1.454,0.351,2.295,17.144,200.307,11.684,175226,3.432,0.85,1.029,6.299,32.945,57.409,0.909,1.279,19.528,2,365.415,234.76,390.541,3.775,2.161,1.922,1191.551,510.803,41457.471,10.618,35.054,7.586,122.203,128.667,188.749,90.53,2.949
2.522,1.28,0.521,2.861,11.154,118.221,10.599,191421,1.97,0.639,1.237,5.987,29.283,30.769,0.715,1.169,23.005,1,348.503,260.004,356.263,1.631,1.595,1.2,1286.18,685.589,42699.744,11.705,35.552,5.512,120.691,114.759,184.912,84.218,1.964
5.223,1.248,0.694,2.619,8.543,265.929,31.129,227368,4.184,0.934,0.84,9.634,29.752,124.719,0.968,1.129,23.563,2,385.336,221.577,406.915,4.565,2.535,2.299,1365.104,493.792,44465.087,11.966,38.11,5.043,126.855,132.816,200.629,93.348,1.448
5.521,1.705,0.262,2.658,8.022,641.933,80.017,125164,3.237,0.799,0.938,2.025,30.52,214.362,0.879,1.542,33.562,1,363.342,241.767,379.493,4.162,1.926,1.811,1058.447,489.992,37888.685,7.475,27.347,2.811,109.276,129.447,164.506,86.625,1.292
6.473,1.428,0.766,2.052,12.208,268.027,21.955,66615,4.534,0.93,0.815,10.707,30.612,112.654,1.12,1.307,25.641,2,389.252,208.517,412.346,5.212,2.242,2.224,876.962,342.616,35345.194,8.135,23.159,3.241,102.15,135.521,152.837,97.493,2.127
4.59,1.443,0.677,1.641,10.898,610.372,56.01,100163,3.182,0.82,1.144,8.379,34.26,198.18,0.925,1.285,32.545,1,357.104,237.693,381.057,3.346,1.778,1.881,1018.399,539.081,36013.034,9.207,28.979,3.821,111.929,127.739,168.527,94.624,1.711
2.765,1.649,0.309,2.856,8.748,276.336,31.589,125076,1.677,0.601,1.322,10.628,31.523,69.088,0.611,1.478,27.5,1,342.063,268.77,354.943,1.425,1.4,1.23,1119.159,649.636,39595.379,10.698,31.546,3.078,118.845,116.691,185.594,83.658,1.654
3.703,1.936,0.627,1.751,10.154,376.705,37.098,187056,1.912,0.6,0.909,11.939,26.528,75.19,0.643,1.844,24.315,1,341.763,260.171,348.917,2.17,1.567,1.228,1205.119,500.025,40698.013,11.021,35.301,3.968,111.252,124.82,169.55,79.442,1.962
4.178,1.064,0.431,1.985,9.494,788.214,83.022,32886,3.927,0.891,0.877,6.698,30.747,244.074,1.017,0.949,35.247,2,385.068,227.001,396.825,3.294,1.856,2.16,805.952,355.065,34544.585,6.528,18.906,2.915,101.26,127.493,156.509,92.586,1.782
5.876,1.825,0.441,1.781,18.979,271.368,14.299,99472,3.22,0.787,0.708,2.026,29.518,82.662,0.741,1.726,19.984,1,362.629,238.247,384.626,4.239,1.708,1.674,955.568,312.795,34337.669,6.691,22.007,6.893,104.919,129.142,168.167,84.462,3.566
5.425,1.292,0.67,2.043,9.683,363.459,37.535,201565,4.197,0.891,0.513,2.832,30.601,149.822,1.06,1.208,23.883,2,379.613,212.346,398.953,4.616,2.38,2.258,1171.53,270.097,39085.472,9.714,30.315,4.177,111.135,129.722,167.55,89.717,1.885
4.137,1.444,0.778,1.835,14.452,310.761,21.503,177588,2.865,0.78,1.427,4.56,35.075,96.098,0.853,1.298,20.693,1,365.521,238.279,384.884,3.022,1.9,1.833,1307.512,787.599,42559.414,10.846,34.956,6.67,127.421,122.888,190.696,92.964,2.302
7.919,1.022,0.276,0.906,15.117,176.737,11.691,190982,7.749,1.257,0.679,2.139,37.188,130.256,1.477,0.948,23.48,6,443.919,161.23,478.531,7.431,3.866,3.807,1204.944,431.755,40513.258,9.422,29.803,6.786,119.695,148.266,188.846,119.771,2.999
5.635,1.301,0.452,2.741,14.522,442.926,30.501,208598,4.331,0.91,1.261,9.969,34.065,134.766,1.156,1.177,23.976,2,393.443,217.692,408.389,4.738,2.653,2.329,1381.299,783.829,45242.847,12.917,38.925,6.907,125.252,130.302,190.803,102.91,2.75
3.423,1.503,0.489,1.778,9.189,365.083,39.732,202311,2.278,0.666,1.158,4.266,30.108,101.924,0.725,1.442,24.014,1,344.623,255.652,364.71,2.196,1.676,1.5,1320.676,610.296,44059.242,10.712,33.466,4.972,122.903,124.41,185.813,85.189,1.237
2.611,1.056,0.426,2.096,11.826,586.421,49.589,180080,2.472,0.741,1.249,11.735,28.336,126.233,0.658,0.897,31.301,1,361.53,252.09,371.843,1.921,1.904,1.452,1271.659,686.943,43510.003,12.501,37.765,6.763,119.853,126.677,185.341,87.666,1.939
2.917,1.491,0.418,1.106,8.615,672.316,78.038,126725,1.956,0.651,1.424,8.729,34.097,171.227,0.583,1.357,31.864,1,349.409,258.966,352.508,1.741,1.428,1.324,1177.413,737.447,41428.535,10.135,33.01,3.235,116.736,117.867,180.177,85.889,1.261
3.476,1.927,0.231,0.807,12.748,480.975,37.729,246391,1.804,0.627,1.048,2.908,28.826,125.833,0.571,1.856,23.846,1,348.152,264.283,354.345,2.172,1.625,1.142,1418.467,688.141,43357.348,11.143,37.994,6.934,128.599,116.943,195.858,81.344,2.35
2.964,1.105,0.611,1.34,10.263,122.537,11.94,155196,2.681,0.734,1.378,6.236,35.427,28.837,0.729,0.985,20.096,1,351.053,247.83,371.764,2.089,1.752,1.714,1216.222,701.787,41716.292,10.281,33.787,4.974,121.29,113.583,190.248,90.397,1.699
3.119,1.764,0.462,2.35,14.74,533.246,36.178,74609,1.768,0.606,0.501,6.136,27.666,149.471,0.616,1.664,27.498,1,327.09,265.776,340.155,1.365,1.094,1.038,805.687,201.473,34913.082,6.205,19.646,4.42,97.823,119.826,148.509,73.519,2.643
3.711,1.41,0.317,1.018,16.314,138.774,8.507,94418,2.632,0.721,1.052,6.418,34.912,65.215,0.68,1.255,9.736,1,356.733,256.65,372.688,2.529,1.561,1.574,985.56,450.727,34914.054,7.401,27.216,6.271,108.45,123.684,164.798,84.33,3.252
3.04,1.655,0.69,2.8,14.385,531.449,36.944,182583,1.837,0.584,1.227,6.893,31.129,120.216,0.665,1.581,24.673,1,347.354,259.987,360.485,1.787,1.532,1.265,1246.405,632.703,40053.133,11.668,35.085,6.453,118.113,109.578,175.612,80.81,2.841
7.381,1.26,0.682,1.273,13.211,579.521,43.867,233442,5.857,1.078,0.626,1.343,30.579,216.407,1.387,1.168,35.004,3,409.457,194.142,437.221,6.474,3.146,2.878,1301.541,413.558,42382.081,9.375,31.765,6.342,123.659,138.048,181.852,102.125,2.168
2.481,1.159,0.492,1.25,12.648,238.437,18.852,69318,2.14,0.664,1.189,8.549,29.501,79.879,0.722,1.066,25.072,1,352.746,254.963,355.927,1.434,1.376,1.316,968.302,482.665,37417.71,8.701,26.435,4.327,109.373,122.399,170.473,84.727,2.333
5.147,1.16,0.379,1.199,18.1,673.542,37.212,48116,4.435,0.928,1.234,6.359,33.729,217.784,1.073,1.022,34.127,2,396.103,218.597,409.706,4.06,2.197,2.549,933.794,540.768,37795.857,7.585,23.315,5.986,105.428,121.696,158.13,100.245,3.586
4.462,1.07,0.583,0.831,10.632,737.76,69.388,223936,4.169,0.951,1.297,9.701,32.851,212.964,1.152,0.909,36.599,2,390.672,220.837,405.604,3.906,2.588,2.36,1437.766,776.876,46459.033,12.667,42.176,5.668,135.042,131.66,208.704,104.914,1.692
7.894,1.186,0.373,2.498,16.811,669.161,39.806,231361,6.658,1.121,0.675,9.969,33.395,254.959,1.37,1.067,30.877,5,427.015,176.792,455.37,7.138,3.554,3.362,1329.234,404.067,41043.165,10.955,39.025,8.031,127.932,136.53,206.005,110.489,3.199
2.672,1.592,0.342,2.725,17.09,313.576,18.349,90803,1.678,0.575,1.118,3.536,26.64,62.558,0.498,1.462,21.36,1,341.767,267.045,350.045,1.227,1.177,1.102,988.865,498.734,36223.689,7.277,25.813,5.391,109.801,111.771,172.053,83.303,3.009
4.387,1.882,0.638,2.151,13.03,510.65,39.189,113002,2.331,0.661,0.665,1.533,28.608,156.131,0.776,1.78,31.118,1,346.159,251.059,361.255,2.741,1.335,1.362,940.384,303.757,32580.675,6.531,23.325,4.543,103.7,117.748,160.848,82.271,2.137
7.817,1.814,0.224,1.214,11.568,740.371,64.004,175241,4.309,0.925,1.187,8.736,34.325,245.342,1.085,1.73,35.488,2,389.207,223.359,413.037,6.243,2.547,2.37,1268.57,675.657,43093.281,10.88,35.537,5.013,129.53,128.039,202.468,100.254,2.349
7.193,1.685,0.257,1.428,13.646,324.465,23.776,102584,4.269,0.887,0.856,11.755,30.057,120.81,0.965,1.524,23.854,2,381.292,218.584,405.553,5.865,2.336,2.385,945.751,395.522,36312.564,8.7,26.577,4.239,109.971,130.102,179.084,95.065,2.345
6.902,1.11,0.204,1.847,9.119,674.019,73.917,222974,6.216,1.096,1.017,5.913,39.106,257.612,1.309,1.002,32.676,4,418.919,187.432,452.549,6.313,3.284,3.251,1350.429,608.012,43845.37,10.943,36.554,4.795,128.813,134.697,192.115,108.919,1.581
3.547,1.289,0.292,2.9,8.551,106.633,12.47,53667,2.752,0.739,0.799,3.856,30.192,22.437,0.724,1.243,21.145,1,359.578,250.403,369.046,2.309,1.395,1.583,842.489,343.402,31986.642,6.172,22.343,2.055,104.791,129.928,161.882,82.646,1.444
3.025,1.31,0.241,1.344,9.339,102.553,10.981,38356,2.31,0.682,0.494,2.723,26.533,21.554,0.862,1.26,20.66,1,344.668,260.646,369.931,1.703,1.18,1.31,697.263,177.579,29116.202,4.945,13.916,2.144,96.498,126.766,155.471,78.782,1.877
6.012,1.25,0.797,2.41,10.246,631.798,61.664,75866,4.81,0.991,0.514,4.162,28.69,241.072,1.155,1.162,33.709,3,388.76,209.962,414.189,4.83,2.268,2.462,847.699,235.934,31658.109,5.43,20.093,2.507,95.926,133.305,149.918,95.37,2.026
7.576,1.515,0.373,1.767,14.05,633.013,45.054,92939,5.001,0.984,0.393,4.607,31.496,219.829,1.171,1.407,31.959,3,395.742,208.716,417.471,6.294,2.375,2.599,848.467,183.596,33386.189,5.768,20.757,3.971,98.52,135.083,157.524,93.438,2.369
5.341,1.536,0.29,1.455,18.19,652.284,35.86,54843,3.478,0.841,1.042,5.663,31.74,209.004,0.985,1.407,30.601,2,374.54,233.167,396.046,3.834,1.807,1.998,894.206,432.949,39019.635,7.107,22.588,6.889,107.182,131.227,163.63,91.431,3.266
5.43,1.357,0.345,1.803,10.828,751.019,69.361,44451,4.002,0.901,1.318,8.209,35.651,237.667,0.921,1.165,36.458,2,384.351,222.858,404.208,4.142,2.071,2.287,887.763,498.073,36043.025,7.948,23.804,2.982,113.559,122,171.014,99.49,1.983
3.68,1.354,0.762,0.957,19.222,182.534,9.496,196233,2.718,0.728,0.325,4.005,27.753,79.7,0.858,1.284,16.171,1,351.582,241.563,361.118,2.583,1.741,1.608,1140.088,157.572,37485.995,8.253,30.628,7.594,104.641,129.884,169.838,77.977,3.645
6.617,1.829,0.512,2.557,19.459,262.389,13.484,66140,3.619,0.884,0.379,1.561,27.742,66.774,0.93,1.731,19.413,2,370.595,227.064,389.391,4.964,1.803,2.029,749.42,136.867,31662.2,5.115,16.947,5.8,98.103,134.313,152.36,84.408,3.37
3.122,1.789,0.419,1.335,19.507,732.607,37.556,231062,1.745,0.597,0.849,5.106,31.903,181.372,0.729,1.687,28.351,1,343.775,265.235,354.037,1.841,1.48,1.26,1292.34,494.559,39883.481,10.896,36.961,9.043,118.961,125.214,187.693,77.293,3.762
3.942,1.308,0.724,2.396,18.051,224.065,12.413,110959,3.014,0.768,1.185,10.412,32.83,100.807,0.802,1.198,24.38,1,366.914,237.768,381.152,2.841,1.762,1.856,1091.898,555.73,37702.313,9.179,30.149,6.829,116.02,124.01,183.385,85.492,3.376
4.553,1.914,0.437,0.95,12.366,577.56,46.706,177533,2.379,0.725,0.489,6.482,28.15,172.558,0.83,1.838,27.177,1,342.944,257.282,365.244,3.009,1.617,1.536,1098.178,243.636,36672.371,8.568,29.539,4.407,107.111,124.013,171.14,77.559,2.021
5.046,1.953,0.401,2.901,8.872,471.324,53.124,79588,2.584,0.748,0.626,11.613,29.813,156.188,0.583,1.849,27.988,1,351.882,248.547,364.022,3.316,1.505,1.444,849.337,247.676,34269.433,7.245,23.71,2.974,92.799,128.21,145.017,78.482,1.675
3.454,1.327,0.324,1.225,14.826,158.236,10.673,82871,2.604,0.761,0.578,6.54,30.396,51.925,0.702,1.291,18.624,1,351.022,250.821,367.952,2.307,1.443,1.728,886.311,277.4,34225.172,6.685,23.15,4.437,94.176,131.085,147.325,80.894,2.749
2.689,1.354,0.427,2.742,14.704,299.685,20.381,156436,1.985,0.646,0.779,4.035,26.013,69.658,0.622,1.293,30.77,1,339.313,260.056,359.086,1.71,1.391,1.372,1112.767,401.699,37803.506,8.014,29.193,6.814,107.169,123.716,168.101,78.512,2.482
5.664,1.506,0.39,2.581,18.2,464.261,25.509,153341,3.762,0.862,0.57,3.126,30.941,136.194,0.802,1.441,28.381,2,375.402,224.958,389.99,4.371,2.044,2.01,1047.495,244.412,37863.773,7.042,27.624,6.531,107.232,135.69,163.643,89.669,3.344
3.732,1.941,0.606,2.929,19.952,696.645,34.916,199120,1.922,0.61,0.723,8.64,27.315,161.55,0.654,1.86,26.271,1,344.135,263.812,352.799,2.219,1.572,1.319,1200.552,389.971,41418.007,9.664,35.402,9.229,114.212,117.296,181.231,78.651,3.57
5.487,1.876,0.374,1.851,14.098,595.277,42.225,196718,2.925,0.782,1.174,6.9,33.097,183.901,0.861,1.782,33.537,1,367.29,246.454,382.536,4.02,1.975,1.755,1327.554,674.519,44165.119,11.965,35.338,6.989,122.576,123.44,187.706,93.002,2.196
2.926,1.103,0.546,2.4,12.142,535.318,44.087,177551,2.654,0.768,1.033,7.644,29.873,159.912,0.727,0.973,27.295,1,354.14,250.29,369.321,2.275,1.867,1.691,1201.279,542.477,39316.891,9.957,33.348,5.54,118.982,124.809,188.848,82.01,1.515
4.887,1.393,0.24,1.616,10.231,447.223,43.713,128808,3.509,0.854,0.397,9.306,28.624,144.523,0.94,1.329,25.992,2,367.763,236.71,378.706,3.754,1.979,1.945,978.182,193.166,33202.414,7.935,25.824,3.424,101.365,135.519,160.295,84.079,2.239
5.196,1.553,0.315,1.206,8.058,309.079,38.359,225940,3.345,0.854,1.065,8.985,35.84,114.851,0.997,1.436,21.127,2,370.832,234.999,391.699,4.086,2.267,2.029,1359.395,666.275,41600.633,12.112,39.801,3.604,126.527,130.707,187.291,87.115,1.394
2.311,1.456,0.444,1.775,14.109,183.471,13.004,166967,1.587,0.557,0.872,1.477,30.638,42.517,0.365,1.346,19.402,1,338.516,265.663,346.606,1.144,1.259,1.066,1125.457,411.583,39259.696,8.528,29.018,5.428,115.219,119.832,181.816,77.559,2.535
4.02,1.194,0.762,1.165,14.666,386.353,26.343,247843,3.367,0.818,1.421,9.828,26.911,139.577,0.796,1.071,25.478,2,375.338,234.654,389.107,3.441,2.464,2.078,1527.508,945.682,46959.691,13.96,43.441,8.364,135.099,121.726,210.338,95.292,2.392
2.806,1.859,0.426,2.96,17.899,119.963,6.702,210261,1.51,0.575,0.647,6.86,29.807,36.463,0.52,1.778,15.364,1,333.598,274.041,341.359,1.18,1.391,1.012,1230.324,361.819,40652.747,10.163,32.839,7.97,115.408,122.837,184.217,72.393,3.083
2.38,0.965,0.598,1.012,14.055,247.739,17.627,39748,2.467,0.725,1.171,5.309,31.237,56.991,0.754,0.93,19.569,1,355.583,251.97,370.358,1.536,1.262,1.64,826.965,426.694,33572.964,6.709,21.819,3.135,106.697,117.814,172.311,86.858,2.928
7.94,1.838,0.353,2.096,18.998,402.738,21.199,100530,4.32,0.98,1.177,6.913,33.056,149.729,1.111,1.725,26.294,2,393.958,222.351,402.887,6.301,2.226,2.409,1047.117,536,39204.168,8.865,28.078,6.318,114.541,128.037,177.981,97.259,3.868
3.934,1.859,0.276,2.178,15.537,393.024,25.296,155812,2.117,0.673,0.566,7.737,26.321,79.115,0.751,1.83,17.488,1,340.308,258.115,356.217,2.372,1.486,1.168,1029.007,249.189,36993.262,8.896,29.461,5.528,101.581,127.933,158.879,80.301,2.409
6.859,1.748,0.235,1.984,18.084,131.007,7.244,188723,3.923,0.887,1.384,2.645,32.278,70.452,1.037,1.656,14.498,2,383.765,230.794,404.552,5.462,2.365,2.184,1352.047,806.363,43795.412,10.58,34.641,8.826,128.955,126.945,194.748,98.58,3.225
3.528,1.439,0.383,2.257,9.78,512.342,52.389,151074,2.451,0.707,0.889,5.592,28.679,153.131,0.789,1.348,32.645,1,357.342,251.553,371.221,2.386,1.668,1.581,1145.476,471.076,39980.206,9.287,30.493,3.806,110.597,121.437,170.751,82.985,2.107
6.089,1.611,0.295,1.056,18.264,484.779,26.543,202948,3.781,0.91,1.115,4.691,31.125,137.523,0.903,1.48,28.743,2,375.955,230.311,395.676,4.923,2.408,2.137,1328.838,644.997,42641.917,10.442,35.015,8.243,127.925,125.256,204.908,94.584,3.294
6.561,1.16,0.304,2.021,16.102,154.673,9.606,92184,5.655,1.076,0.475,4.854,30.098,99.644,1.3,1.003,18.594,3,403.492,194.684,435.609,5.522,2.705,2.915,861.964,207.139,33177.85,6.28,22.751,4.366,106.617,135.27,165.257,102.127,3.021
